numeroLicitacao;dataLicitacao;tipoLicitacao;justificativaDispensaLicitacao;origem_arquivo
107/2020;2020-04-15;Dispensa p/ Compras e ServiÃ§os; ;licitacao_946e13ec-11ce-4b03-9706-9f073a0fb54a.csv
7/2020;2020-02-10;PregÃ£o Presencial; ;licitacao_974ce903-489e-48a0-b304-6fc219747c48.csv
24/2015;2016-01-04;PregÃ£o Presencial; ;licitacao_97529553-be74-4372-97e5-6c4d4626c0a7.csv
204/2019;2019-06-07;PregÃ£o Presencial; ;licitacao_97965c2a-53ea-4a8f-bb6a-077a66af0d45.csv
121;2020-11-30;Dispensa de LicitaÃ§Ã£o; ;licitacao_98a4b5a6-05cb-4915-acc5-25d0f8ae7778.csv
304/2019;2019-09-09;Dispensa p/ Compras e ServiÃ§os; ;licitacao_99320186-6521-43b6-810e-15fb615c2364.csv
59/2017;2017-05-15;PregÃ£o Presencial; ;licitacao_996b755e-2c91-49e9-8c4e-78c30ad4a68d.csv
52/2020;2020-03-11;Convite p/ Obras e Serv. Eng.; ;licitacao_998baf15-df1b-49ac-ac77-083535dd76f5.csv
10/2020;2020-10-13;Inexigibilidade c/ Processo; ;licitacao_99b453a6-6219-49cc-a4ec-806bc091354f.csv
239/2020;2020-11-05;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_99ee76a9-9647-4b7e-be32-3c704f88c1ff.csv
304/2020;2020-12-18;PregÃ£o Presencial; ;licitacao_9a30fc55-50cb-4524-8fe6-b71431be05c1.csv
39/2020;2020-03-12;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_9aa97f76-2b2f-4435-ac0d-fa9b7ceab440.csv
87/2020;2020-09-14;PregÃ£o Presencial; ;licitacao_9ab5a53e-3d19-465d-89e7-b2e71ab0b2a7.csv
226/2020;2020-10-06;Convite p/ Obras e Serv. Eng.; ;licitacao_9b484c5f-824f-444c-9ecc-732698bdf961.csv
52/2019;2019-03-15;PregÃ£o Presencial; ;licitacao_9b82c839-c2fa-436f-9717-fc1bc39c17bc.csv
199/2020;2020-09-02;PregÃ£o Presencial; ;licitacao_9be359a8-3c75-4a91-8957-a4803aec3e14.csv
17/2020;2020-03-16;Convite p/ Compras e ServiÃ§os; ;licitacao_9bfb037b-cdfc-490c-81dc-6e5168dccbfa.csv
70/2018;2018-02-07;Dispensa p/ Compras e ServiÃ§os; ;licitacao_9c08ccb1-0139-45f4-841a-1d9b7b441446.csv
2/2011;2011-04-08;ConcorrÃªncia p/ Compras e Serv.; ;licitacao_9c4e4a70-1192-44dc-91c5-574360793ef2.csv
176/2018;2018-06-28;PregÃ£o Presencial; ;licitacao_9c932fbe-cb65-4953-9aa9-644289fed864.csv
14/2014;2014-07-15;PregÃ£o Presencial; ;licitacao_9cb3a341-5a1a-4638-b8f5-3cde92aba183.csv
215/2020;2020-09-30;Convite p/ Compras e ServiÃ§os; ;licitacao_9cb64b76-3363-4e2d-b4d2-1f9a042480a2.csv
100/2020;2020-04-08;Dispensa p/ Compras e ServiÃ§os; ;licitacao_9d14c96b-bcfb-4d5a-8e11-847ca9d156ac.csv
145/2019;2019-07-03;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_a074a7c0-404d-40e6-8880-8b83d752d70a.csv
70/2018;2018-02-03;Dispensa p/ Obras e Serv. Eng.; ;licitacao_a0c92b81-2bbe-4dce-b223-9bb27e535c44.csv
174/2020;2020-07-28;PregÃ£o Presencial; ;licitacao_a0da309b-ce8d-4a71-8632-ff4ba691d9c5.csv
293/2020;2020-12-21;PregÃ£o Presencial; ;licitacao_a105b7a6-f1e2-4868-97bb-960e9e7996d2.csv
108/2017;2017-07-20;PregÃ£o Presencial; ;licitacao_a16fd9b1-6b80-4147-be8d-d57a071ff45a.csv
350/2019;2019-11-20;PregÃ£o Presencial; ;licitacao_a28b386f-9421-49f6-b5c6-e1c0b75711e8.csv
72/2020;2020-11-04;PregÃ£o Presencial; ;licitacao_a291b923-41c1-456d-80cd-e191d3b042a4.csv
236/2018;2018-09-11;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_a373b7a8-26af-4fb0-9205-19a428a0ee87.csv
5/2020;2020-01-16;Dispensa p/ Compras e ServiÃ§os; ;licitacao_a5c44480-bbe6-44e6-af24-83e3aa566ec7.csv
58/2019;2019-10-01;Convite p/ Compras e ServiÃ§os; ;licitacao_a5e89053-79b6-4093-8c3a-831acb947dc6.csv
289/2019;2019-09-17;PregÃ£o Presencial; ;licitacao_a6255f7b-de48-4a84-a68c-af15c8efd455.csv
56/2018;2018-08-07;PregÃ£o Presencial; ;licitacao_a6dd3453-ebb0-404c-b026-df28552f4d59.csv
286/2020;2020-11-16;Dispensa p/ Compras e ServiÃ§os; ;licitacao_a712fa5e-8e2c-4f07-b924-1a16cc837b98.csv
266/2019;2019-08-26;Convite p/ Obras e Serv. Eng.; ;licitacao_a7930693-660c-4c94-9a03-88df52a7a324.csv
30/2016;2016-04-29;PregÃ£o Presencial; ;licitacao_a83ebf7f-e2a7-462c-bfec-281b39b998c6.csv
7/2019;2019-05-14;PregÃ£o Presencial; ;licitacao_a8442563-8ee9-4fe2-a0b3-dfdc09a877be.csv
17;2016-07-28;Inexigibilidade de LicitaÃ§Ã£o; ;licitacao_a8871f31-5af3-4457-99f2-4888f48a7ed3.csv
156/2016;2016-06-30;Convite p/ Obras e Serv. Eng.; ;licitacao_a8947402-08bc-426f-966b-4b1091561cda.csv
63/2020;2020-03-17;Convite p/ Compras e ServiÃ§os; ;licitacao_a95ecceb-fd77-4ae5-ab90-8ec074addccd.csv
175/2020;2020-07-15;Dispensa p/ Compras e ServiÃ§os; ;licitacao_aa761088-679a-4abc-b66a-76ddabb2c9ab.csv
41/2019;2019-07-18;PregÃ£o Presencial; ;licitacao_ab8279ed-1898-4dd0-993e-87239c0e15c7.csv
403/2019;2019-12-30;PregÃ£o Presencial; ;licitacao_acce18d5-93d9-4757-b29c-0e444ec62a5a.csv
86/2020;2020-09-02;PregÃ£o Presencial; ;licitacao_ad918a05-6b26-41ca-bc50-017fd707f7f1.csv
243/2018;2018-08-13;PregÃ£o Presencial; ;licitacao_ae52adaf-e8d0-4f93-8d97-1ff762c7fa99.csv
106/2020;2020-11-03;PregÃ£o Presencial; ;licitacao_aec2cd1b-a05c-4fa6-95a6-4c4c9c32ada4.csv
39/2020;2020-04-07;Dispensa p/ Compras e ServiÃ§os; ;licitacao_aef79f4f-f919-4c18-b6bd-fd13f7dd2d00.csv
19/2019;2019-03-08;Inexigibilidade c/ Processo; ;licitacao_b0185198-7466-4c76-b438-921d95457ffc.csv
211/2020;2020-09-25;Convite p/ Obras e Serv. Eng.; ;licitacao_b0254007-88ab-4547-a190-9eb9e84ec41b.csv
219/2019;2019-07-04;Convite p/ Compras e ServiÃ§os; ;licitacao_b0a39f83-0d95-4258-881b-d873bcefabbe.csv
15/2020;2020-03-04;PregÃ£o Presencial; ;licitacao_b105c50d-573d-48bf-b5f5-644904fa8c34.csv
78/2020;2020-06-16;ConcorrÃªncia p/ Obras e Serv. Eng.; ;licitacao_b4e86451-185f-4963-8ab3-7e5499193b09.csv
75/2020;2020-07-16;PregÃ£o Presencial; ;licitacao_b56f17d6-762b-400d-bebc-8067b8daee3e.csv
307/2020;2020-12-21;PregÃ£o Presencial; ;licitacao_b59d4976-e86c-41f1-a33c-2c7c52e8fa3e.csv
128/2018;2018-04-18;PregÃ£o Presencial; ;licitacao_b7e81c90-9d44-4723-a4db-fb00099ea4e0.csv
74/2018;2018-09-28;PregÃ£o Presencial; ;licitacao_b92b8821-beb7-43ac-b16f-7bf3e644725e.csv
52/2020;2020-06-05;PregÃ£o Presencial; ;licitacao_b9d74a0d-b8bd-4adb-95de-df51c6a0beb0.csv
101;2020-10-13;PregÃ£o Presencial; ;licitacao_ba657361-8799-4fbe-a5c8-75ff6ca903f1.csv
155/2020;2020-07-07;PregÃ£o Presencial; ;licitacao_bafa6bf1-a8d3-4953-a8f8-be5d451da2c5.csv
243/2019;2019-08-05;PregÃ£o Presencial; ;licitacao_bb14f2c5-231c-463c-9a22-9f6e9a1de929.csv
15/2020;2020-03-02;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_bb40953d-fa1c-4116-bcd3-34e13d320c61.csv
358/2018;2018-12-05;PregÃ£o Presencial; ;licitacao_bb7075c6-3b4f-4a0d-8dbb-ba0295baef2b.csv
7/2019;2019-01-21;Dispensa p/ Compras e ServiÃ§os; ;licitacao_bb83ac5c-efa1-4227-80b8-ae73f5804f54.csv
105/2019;2019-04-18;PregÃ£o Presencial; ;licitacao_bc649fc5-975d-4442-a09d-2802bbf0c3f9.csv
54/2020;2020-03-10;Convite p/ Compras e ServiÃ§os; ;licitacao_bc70eb89-c557-4e44-85a5-d28f716cec25.csv
150/2018;2018-05-21;PregÃ£o Presencial; ;licitacao_bcb0e631-cce8-4821-98b3-b7706f928a33.csv
104/2019;2019-04-16;PregÃ£o Presencial; ;licitacao_bdb97178-832a-4e0a-8ea0-7a0d11a17d0e.csv
53/2020;2020-05-20;PregÃ£o Presencial; ;licitacao_bead13be-623d-4232-aaf5-33030a3d6822.csv
343/2018;2018-11-21;PregÃ£o Presencial; ;licitacao_becfc808-fa9e-4ce9-b24f-c791d49180cd.csv
98/2019;2019-04-15;Convite p/ Compras e ServiÃ§os; ;licitacao_bfead9c3-67f7-4829-8765-a4f068d30302.csv
21;2026-01-09;OUTROS; ;licitacao_c06d53bf-450f-43b6-a779-f38b68968129.csv
85/2020;2020-05-05;Convite p/ Compras e ServiÃ§os; ;licitacao_c091783a-02cb-42cd-a4bc-d0ef6bf1a523.csv
70/2019;2019-10-16;PregÃ£o Presencial; ;licitacao_c0e95fa9-d094-4621-a897-084e6b02ee99.csv
71/2016;2016-12-28;Outras Modalidades/NÃ£o AplicÃ¡vel; ;licitacao_c156a76e-c644-48da-a613-1527f8fede81.csv
138/2020;2020-08-27;PregÃ£o Presencial; ;licitacao_c16d55eb-bc37-4115-8dcd-d6f2fafb5b66.csv
367/2011;2012-01-25;ConcorrÃªncia p/ Obras e Serv. Eng.; ;licitacao_c24b8d39-ee2c-4534-a5a4-de57bca1fc03.csv
140/2018;2018-04-12;Dispensa p/ Compras e ServiÃ§os; ;licitacao_c2ae4faa-f020-4ba9-a208-331be79d7890.csv
334/2018;2018-11-14;PregÃ£o Presencial; ;licitacao_c2c6ac90-b86d-4e25-b160-ebf2559bfe07.csv
76/2019;2019-12-06;PregÃ£o Presencial; ;licitacao_c36f29f9-f4ce-4de6-b164-1f91a6e792a5.csv
10/2016;2016-06-06;Convite p/ Compras e ServiÃ§os; ;licitacao_c3eac8e0-493c-41bb-8528-a58d65bd3bd8.csv
18/2020;2020-01-15;Dispensa p/ Compras e ServiÃ§os; ;licitacao_c4f3beb7-3a85-414b-a90f-ab9c46b2422c.csv
55;2020-05-29;PregÃ£o Presencial; ;licitacao_c52b26f7-94c4-4cfb-b257-8d4d4ef3eead.csv
251/2020;2020-10-29;Convite p/ Obras e Serv. Eng.; ;licitacao_c5c4fe95-0364-4b4d-b1e3-651fd7b876f3.csv
26;2013-04-03;Dispensa de LicitaÃ§Ã£o; ;licitacao_c66ebee9-1b55-4e9a-a1d3-d8164f826858.csv
70/2020;2020-08-14;PregÃ£o Presencial; ;licitacao_c6c1ce19-c3ac-4265-af1d-b65edefebe0f.csv
13/2019;2019-03-19;PregÃ£o Presencial; ;licitacao_c6e6995e-4335-4957-8471-ac45afe2f87b.csv
186/2017;2017-10-24;PregÃ£o Presencial; ;licitacao_c7079505-abea-4564-bb2c-5471ccedca1a.csv
13/2020;2020-02-18;Convite p/ Obras e Serv. Eng.; ;licitacao_c758fc55-1f52-42d4-bb99-552d25c86b87.csv
213/2019;2019-07-19;ConcorrÃªncia p/ Obras e Serv. Eng.; ;licitacao_c787f8d0-9526-42cb-b7b4-6318c05d7cc9.csv
338/2019;2019-11-13;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_c7e28d14-8d82-4e03-906a-e0858d61156e.csv
60/2020;2020-07-20;PregÃ£o Presencial; ;licitacao_c9c99523-ddc2-40be-9b9f-2e0ac6ad617a.csv
118/2020;2020-05-20;Convite p/ Compras e ServiÃ§os; ;licitacao_ca42cbc7-0582-4264-980d-3883bf884410.csv
12/2020;2020-12-17;PregÃ£o EletrÃ´nico; ;licitacao_cabd877d-4763-45be-982a-0902f38a268e.csv
27/2020;2020-03-20;Dispensa p/ Compras e ServiÃ§os; ;licitacao_cb38a546-0910-4214-8b48-f3ad68990b5e.csv
337/2019;2019-12-16;Tomada de PreÃ§o p/ Comp. e Serv.; ;licitacao_cbaf305a-fe4d-4ef1-9596-0fd028d05b29.csv
82/2019;2020-01-07;PregÃ£o Presencial; ;licitacao_cdd2b1e5-15b9-46f7-8777-bc008ea856f7.csv
248/2020;2020-11-05;PregÃ£o Presencial; ;licitacao_cee0d7a8-1b3e-4c01-aaae-d56e93496338.csv
301/2018;2018-11-23;PregÃ£o Presencial; ;licitacao_d0aced9c-db69-45ad-a637-1a4c547d9ab7.csv
169;2020-07-06;PregÃ£o Presencial; ;licitacao_d1e39194-b8e6-4c12-88c1-674d69c18ba0.csv
188/2019;2019-06-13;Convite p/ Compras e ServiÃ§os; ;licitacao_d2c363a3-c2a7-42ec-a234-04d0758c19d7.csv
402/2019;2019-12-30;PregÃ£o Presencial; ;licitacao_d31fb3d5-5c0b-40c6-8c09-0db4e31601ce.csv
58/2019;2019-03-27;Convite p/ Compras e ServiÃ§os; ;licitacao_d3a79ad4-7a78-4336-b672-bbc53bc3a4eb.csv
45;2017-08-21;Dispensa de LicitaÃ§Ã£o; ;licitacao_d406df32-58ac-4729-b399-3eab966bc040.csv
243/2020;2020-10-22;Convite p/ Obras e Serv. Eng.; ;licitacao_d418ad70-ec66-457b-a73b-560a537131c8.csv
189/2018;2018-07-27;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_d4d11144-c4bb-420c-9246-40a2eae18cd6.csv
50/2018;2018-03-12;PregÃ£o Presencial; ;licitacao_d56c613d-fc62-4b9d-9d53-e19fac042f47.csv
65/2020;2020-07-30;PregÃ£o Presencial; ;licitacao_d56fd591-061a-4f33-9e5f-73c833955aa8.csv
388/2019;2019-12-23;PregÃ£o Presencial; ;licitacao_d57e68f2-8d62-44a9-a60d-892368d6890a.csv
68/2020;2020-03-16;PregÃ£o Presencial; ;licitacao_d683aa1d-0358-43e5-908c-530177bc4aa5.csv
330/2019;2019-11-13;PregÃ£o Presencial; ;licitacao_d75c4125-a591-4e1b-b523-53551b84d4ab.csv
25;2018-11-22;PregÃ£o Presencial; ;licitacao_d780c9d1-2158-4fa2-a84e-a1a89ad2d5d8.csv
340/2019;2019-12-06;PregÃ£o Presencial; ;licitacao_d7995b5e-b822-4ec4-bb87-f6b6bf15dcd1.csv
29/2020;2020-03-24;Dispensa p/ Compras e ServiÃ§os; ;licitacao_d8603d17-5124-49fe-933d-205f24069f12.csv
378/2019;2020-01-14;PregÃ£o Presencial; ;licitacao_d8af70c0-c5b1-4e03-9045-ae69bfa9b188.csv
28/2020;2020-03-23;Dispensa p/ Compras e ServiÃ§os; ;licitacao_d8f8d607-0507-4ace-a6f9-80440deb1281.csv
86/2019;2019-04-17;PregÃ£o Presencial; ;licitacao_da11d8b6-7755-42f6-ab34-72895389e523.csv
152/2020;2020-08-27;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_da411422-3bcd-411a-943b-1ea528c38fb0.csv
25/2020;2020-01-22;Dispensa p/ Compras e ServiÃ§os; ;licitacao_da46611e-1b0d-4d59-934a-592b9eb21f8f.csv
7/2019;2019-12-11;Dispensa p/ Compras e ServiÃ§os; ;licitacao_da708bb5-6677-4950-a256-79ded9c369e3.csv
299/2018;2018-10-02;Inexigibilidade c/ Processo; ;licitacao_db3abe07-672f-4ff8-8cc7-2a9150c56fa9.csv
35/2020;2020-04-03;Dispensa p/ Compras e ServiÃ§os; ;licitacao_dc997ecb-42dd-41ce-ae27-7d4548251ba9.csv
128/2019;2019-04-30;PregÃ£o Presencial; ;licitacao_dcbd420d-9d78-4afa-8c9a-f891af49ecb3.csv
37/2020;2020-03-02;Convite p/ Compras e ServiÃ§os; ;licitacao_de3aa9f0-93c2-4b88-913b-b00bd822377f.csv
130/2020;2020-07-22;PregÃ£o Presencial; ;licitacao_e061e127-5d1a-4d5d-a0b2-e472d7d4c683.csv
306/2019;2019-09-13;Dispensa p/ Compras e ServiÃ§os; ;licitacao_e0d83122-cc6f-4472-9ad6-ce9956b2c2d5.csv
27/2020;2020-02-07;PregÃ£o Presencial; ;licitacao_e0deb20c-32fd-487a-a861-d89f180a3991.csv
79/2020;2020-09-28;PregÃ£o Presencial; ;licitacao_e10e9d39-5f50-491a-9e80-7e96caad7ba7.csv
28/2020;2020-02-07;PregÃ£o Presencial; ;licitacao_e16190c8-ce2c-45c5-95aa-823cd2e30c25.csv
108/2020;2020-11-06;PregÃ£o Presencial; ;licitacao_e1d61dd9-23d1-4edc-bb99-d2e61153adb8.csv
270/2020;2020-11-10;PregÃ£o Presencial; ;licitacao_e1f659d0-0b36-42e2-bd17-430f9786594c.csv
70/2020;2020-04-22;Convite p/ Compras e ServiÃ§os; ;licitacao_e3cd8d1b-f40e-4b6f-92f1-e4d0e54f51af.csv
320/2019;2019-09-30;Dispensa p/ Compras e ServiÃ§os; ;licitacao_e4ad6f15-96c6-4bae-a3da-744c3b3c6ad1.csv
164/2020;2020-07-22;PregÃ£o Presencial; ;licitacao_e4c27abf-eb60-4693-9d86-1a2b689e0a87.csv
167/2015;2015-07-28;PregÃ£o Presencial; ;licitacao_e5912d01-fada-4422-8859-3cec1a4d83fa.csv
336/2019;2019-11-01;PregÃ£o Presencial; ;licitacao_e5e472ad-3d66-4a77-9599-6c2af4562159.csv
73/2020;2020-03-12;Convite p/ Compras e ServiÃ§os; ;licitacao_e6d52672-50cc-453f-a146-73f77b0676a1.csv
285/2018;2018-09-27;PregÃ£o Presencial; ;licitacao_e7ac7b4f-9cf4-4db4-b74c-a9030f37af75.csv
401/2019;2019-12-30;PregÃ£o EletrÃ´nico; ;licitacao_e7df4b07-acc7-4be9-8edf-e63eaa8d74d0.csv
240/2020;2020-10-16;Convite p/ Obras e Serv. Eng.; ;licitacao_e84fbadd-bbc4-4e23-9289-385d8e7907aa.csv
31;2019-04-30;Convite; ;licitacao_e8959f85-bd1f-452d-9662-11137ccd33c0.csv
371/2019;2019-12-16;Convite p/ Compras e ServiÃ§os; ;licitacao_e8c20023-2305-46ba-a694-e901194577c6.csv
302/2019;2019-09-26;PregÃ£o Presencial; ;licitacao_e949f056-a948-42c5-8203-93007fbc2c77.csv
96/2020;2020-10-20;PregÃ£o Presencial; ;licitacao_e95d7bf9-682f-4b3a-8a0a-b1c9f90a3776.csv
70;2026-01-09;OUTROS; ;licitacao_eac4dfeb-d5f6-4f31-b77f-cb0650380cdf.csv
51/2020;2020-03-11;Convite p/ Obras e Serv. Eng.; ;licitacao_eba94aa9-d973-4a42-98e9-b77e4b73916e.csv
30/2020;2020-02-21;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_ecbd864c-59ab-4ae5-8052-d530fc063a06.csv
315/2019;2019-10-30;PregÃ£o Presencial; ;licitacao_ed44e396-8bea-49db-bd26-2d9322b37f41.csv
147/2018;2018-04-17;Dispensa p/ Compras e ServiÃ§os; ;licitacao_edfe824f-3e20-4dac-a3cb-2ceaa4c73ed5.csv
374/2019;2020-01-10;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_ef2fbacb-d0b8-49aa-a2bf-795fa902a3aa.csv
349/2018;2018-12-11;PregÃ£o Presencial; ;licitacao_ef85cbeb-b64a-4387-b648-173f9c59b9b6.csv
132;2026-01-09;OUTROS; ;licitacao_f0699e94-7682-4aca-97dc-63d85bc6c512.csv
214/2020;2020-10-13;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_f11081ca-1630-4e93-ac2c-e8976a6abc6d.csv
377/2019;2019-12-11;PregÃ£o Presencial; ;licitacao_f1a91a8b-530c-4f52-8447-b861f05d9803.csv
139/2012;2012-04-25;PregÃ£o Presencial; ;licitacao_f2040621-d8d1-4e5a-95e5-e1af8a03c9ab.csv
115/2018;2018-04-25;PregÃ£o Presencial; ;licitacao_f23ad99f-f4b6-40cc-8164-7c72bb018879.csv
29/2018;2018-02-20;Convite p/ Compras e ServiÃ§os; ;licitacao_f264ff16-b365-4eb0-922a-d719a192cd9e.csv
206/2020;2020-09-14;PregÃ£o Presencial; ;licitacao_f4eea03a-fd1c-4b68-adb1-ebdd89583143.csv
50/2020;2020-03-04;Convite p/ Compras e ServiÃ§os; ;licitacao_f4f3270d-4133-4016-9e7a-9e8b72f901cb.csv
76/2020;2020-08-13;PregÃ£o Presencial; ;licitacao_f51ccd7c-510a-4dfd-9bd2-6e9f960b55a9.csv
235/2020;2020-10-13;PregÃ£o Presencial; ;licitacao_f5cd3309-60a0-4d23-85d0-1936e2d012d9.csv
370/2019;2019-12-03;PregÃ£o Presencial; ;licitacao_f64b25f1-aa27-4593-9a33-8ff02ae3e034.csv
124/2020;2020-06-10;Convite p/ Obras e Serv. Eng.; ;licitacao_f842b3cd-642c-43bb-8ca7-e9413bd4b7d8.csv
6/2020;2020-01-16;Dispensa p/ Compras e ServiÃ§os; ;licitacao_f846d49e-1fa8-4375-905b-5b49137c8bed.csv
70/2018;2018-03-02;Dispensa p/ Compras e ServiÃ§os; ;licitacao_f9375544-5e12-4db4-bc30-abf6dd2014d9.csv
83/2020;2020-03-18;Convite p/ Compras e ServiÃ§os; ;licitacao_f9444c5e-a064-453e-901f-89f09b3dd69a.csv
105/2020;2020-05-08;PregÃ£o Presencial; ;licitacao_f979d0f7-7be0-4bba-858f-28d189d8598d.csv
30/2020;2020-03-24;Dispensa p/ Compras e ServiÃ§os; ;licitacao_fa31a383-b15a-4f03-9145-f15c3bb70e79.csv
100/2019;2019-04-12;Convite p/ Obras e Serv. Eng.; ;licitacao_fa54af3a-047c-4651-a18c-b9c24724cea3.csv
145/2020;2020-06-09;Dispensa p/ Compras e ServiÃ§os; ;licitacao_fa5c1905-c944-4e80-9dce-4aa0dacc407e.csv
10/2020;2020-02-26;PregÃ£o Presencial; ;licitacao_fa80d589-3d44-4c73-afbc-9f4e415caa0b.csv
240/2011;2011-06-09;PregÃ£o Presencial; ;licitacao_fb00e457-afdf-4240-87e6-3290cf5fbc5b.csv
58;2020-06-23;Dispensa de LicitaÃ§Ã£o; ;licitacao_fb2110bd-53d9-4ac8-ab96-08c96b2c7c05.csv
47/2020;2020-04-29;PregÃ£o Presencial; ;licitacao_fb2a97d2-4512-4716-bb93-34e6b5eb79a5.csv
254/2020;2020-11-06;PregÃ£o Presencial; ;licitacao_fb5a02b8-a54f-4e37-9246-72fae3819fae.csv
260/2020;2020-10-28;Convite p/ Obras e Serv. Eng.; ;licitacao_fb6e8f9c-a6d8-425a-97a4-f98681ac0c1c.csv
23/2020;2020-05-12;Tomada de PreÃ§o p/ Obras e Serv. Eng.; ;licitacao_fbbb3400-a143-4c53-ab06-a4573ec85455.csv
41/2018;2018-09-05;Dispensa p/ Compras e ServiÃ§os; ;licitacao_fc20d07e-0090-4ca2-93a9-7b3a33673cf9.csv
71/2020;2020-08-11;PregÃ£o Presencial; ;licitacao_fd43f8bf-1567-4d4b-9c34-414b1f85c9b9.csv
120/2020;2020-06-03;Convite p/ Obras e Serv. Eng.; ;licitacao_fe4dc9da-c6f0-420e-8fc3-96a2643e6ecb.csv
367/2019;2019-12-05;Convite p/ Compras e ServiÃ§os; ;licitacao_fe692ce5-e6d8-4e9b-b2b3-7327931fba0b.csv
61/2020;2020-03-04;PregÃ£o Presencial; ;licitacao_fe9f9188-70b7-49fb-ae18-d7c1a8570e5d.csv
236/2020;2020-10-13;PregÃ£o Presencial; ;licitacao_fffef688-65c1-4cc9-9183-5177ce80e19a.csv
