anoAnulacao;dataAnulacao;valorAnulacao;valorAnuladoRestosProcessados;valorAnuladoRestosNaoProcessados;motivoAnulacao;categoriaAnulacao;origem_arquivo
2019;2019-02-11;889.98;0;0;Pela anula̤̣o; ;anulacoesPagamento_1179e79e-40e5-45ef-b81e-ed7cfe03d516.csv
2019;2019-10-21;624.32;0;0;Pela anula̤̣o; ;anulacoesPagamento_16aebaa0-90d9-47b9-8742-fef746569251.csv
2019;2019-09-25;622.27;0;0;Pela anula̤̣o; ;anulacoesPagamento_16aebaa0-90d9-47b9-8742-fef746569251.csv
2019;2019-09-03;3031.9;0;0;Pela anula̤̣o; ;anulacoesPagamento_19f43067-124e-4a0a-9649-9d77a3c07ccd.csv
2019;2019-06-27;700;0;0;Pela anula̤̣o; ;anulacoesPagamento_1a683bc2-8124-40cf-81ec-37a849d6286f.csv
2019;2019-06-27;300;0;0;Pela anula̤̣o; ;anulacoesPagamento_1b8aab6b-e4af-4bb5-8ff8-541e26e63aba.csv
2019;2019-09-17;0.65;0;0;Pela anula̤̣o; ;anulacoesPagamento_1ba41ac7-4109-44e1-a839-29dd48651fd6.csv
2019;2019-03-07;4108;0;0;Pela anula̤̣o; ;anulacoesPagamento_1c1ed1c8-0e47-40eb-9012-ea499d613a8f.csv
2019;2019-05-27;998.88;0;0;Pela anula̤̣o; ;anulacoesPagamento_1c73b78f-08d0-4b9a-9067-967d50fb3f5a.csv
2019;2019-10-29;93.43;0;0;Pela anula̤̣o; ;anulacoesPagamento_2054c1ae-bd5d-448e-8fe7-cd2640d87d6f.csv
2019;2019-10-29;648.85;0;0;Pela anula̤̣o; ;anulacoesPagamento_2054c1ae-bd5d-448e-8fe7-cd2640d87d6f.csv
2019;2019-06-27;79.79;0;0;Pela anula̤̣o; ;anulacoesPagamento_24c6aed4-0805-4659-8290-a47441e248d3.csv
2019;2019-07-19;297.84;0;0;Pela anula̤̣o; ;anulacoesPagamento_255b73b4-26f6-4d52-a8f9-fecafca2b883.csv
2019;2019-08-20;903.39;0;0;Pela anula̤̣o; ;anulacoesPagamento_255b73b4-26f6-4d52-a8f9-fecafca2b883.csv
2019;2019-12-18;47919.24;0;0;pela anula̤̣o; ;anulacoesPagamento_28f3d900-b158-456b-aa52-7365fe865f93.csv
2019;2019-07-29;0.01;0;0;Pela anula̤̣o; ;anulacoesPagamento_2aa3473f-c5a7-42b2-9536-d662281ee0fa.csv
2019;2019-12-18;46786.3;0;0;pela anula̤̣o; ;anulacoesPagamento_2d1d0e19-30fc-4f1f-9a77-f6be4e7aa2b6.csv
2019;2019-03-01;441.54;0;0;Pela anula̤̣o; ;anulacoesPagamento_2e5b3a2c-70dc-4c75-b349-7eae327f2b8f.csv
2019;2019-12-20;263.75;0;0;Pela anula̤̣o; ;anulacoesPagamento_2ea584db-3f15-4cbe-9668-83cfec1c425d.csv
2019;2019-07-18;190;0;0;Pela anula̤̣o; ;anulacoesPagamento_302cfb78-7bbc-496a-a0dc-db8fdec83583.csv
2019;2019-07-30;165;0;0;Pela anula̤̣o; ;anulacoesPagamento_302cfb78-7bbc-496a-a0dc-db8fdec83583.csv
2019;2019-12-30;7711.33;0;0;Pela anula̤̣o; ;anulacoesPagamento_3091aaf6-43e3-4ac4-9a65-323add7670fb.csv
2019;2019-05-21;13;0;0;Pela anula̤̣o; ;anulacoesPagamento_3116f0ae-0ba9-470e-95f8-00597b653f44.csv
2019;2019-05-24;225;0;0;Pela anula̤̣o; ;anulacoesPagamento_3116f0ae-0ba9-470e-95f8-00597b653f44.csv
2019;2019-05-29;295;0;0;Pela anula̤̣o; ;anulacoesPagamento_3116f0ae-0ba9-470e-95f8-00597b653f44.csv
2019;2019-05-23;168;0;0;Pela anula̤̣o; ;anulacoesPagamento_3116f0ae-0ba9-470e-95f8-00597b653f44.csv
2019;2019-05-03;4.85;0;0;Pela anula̤̣o; ;anulacoesPagamento_3116f0ae-0ba9-470e-95f8-00597b653f44.csv
2019;2019-05-30;244;0;0;Pela anula̤̣o; ;anulacoesPagamento_3116f0ae-0ba9-470e-95f8-00597b653f44.csv
2019;2019-05-03;375;0;0;Pela anula̤̣o; ;anulacoesPagamento_3116f0ae-0ba9-470e-95f8-00597b653f44.csv
2019;2019-05-06;300;0;0;Pela anula̤̣o; ;anulacoesPagamento_3116f0ae-0ba9-470e-95f8-00597b653f44.csv
2019;2019-05-06;375;0;0;Pela anula̤̣o; ;anulacoesPagamento_3116f0ae-0ba9-470e-95f8-00597b653f44.csv
2019;2019-05-06;450;0;0;Pela anula̤̣o; ;anulacoesPagamento_3116f0ae-0ba9-470e-95f8-00597b653f44.csv
2019;2019-09-30;236.02;0;0;Pela anula̤̣o; ;anulacoesPagamento_31d9d30c-0013-44e9-9207-c3e944b09fdc.csv
2019;2019-10-24;535.71;0;0;Pela anula̤̣o; ;anulacoesPagamento_34d0f157-18b1-4383-a3f2-417630d97d09.csv
2019;2019-10-15;182.37;0;0;Pela anula̤̣o; ;anulacoesPagamento_34d5c48a-6c32-4835-a505-3c9515960206.csv
2019;2019-04-25;439;0;0;Pela anula̤̣o da OP 1746.; ;anulacoesPagamento_384fd8e1-0cbf-4c14-b758-4e7d66eafec9.csv
2019;2019-12-02;215.28;0;0;pela anula̤̣o; ;anulacoesPagamento_3963a6eb-e631-4cfa-8873-3e30f2b3df96.csv
2019;2019-06-06;65;0;0;Pela Regulariza̤̣o.; ;anulacoesPagamento_39c36879-d843-4d3d-b085-06384e975d8e.csv
2019;2019-12-11;10.07;0;0;pela anula̤̣o; ;anulacoesPagamento_3a82709a-39e5-4f28-b147-84079f4ec2da.csv
2019;2019-03-07;2194.02;0;0;Pela anula̤̣o; ;anulacoesPagamento_3c9261df-28f1-49cd-b002-6b6c8a649875.csv
2019;2019-09-03;718.01;0;0;Pela anula̤̣o; ;anulacoesPagamento_3da4d206-7899-48ef-9017-6e39ef7fa98f.csv
2019;2019-09-24;102.58;0;0;Pela anula̤̣o; ;anulacoesPagamento_3e2c1531-b9c5-41b3-93c9-44c3a229e83e.csv
2019;2019-08-12;24;0;0;Pela anula̤̣o; ;anulacoesPagamento_3ec26731-9f24-46ff-9557-24f66772a7f8.csv
2019;2019-03-19;0.98;0;0;Pela anula̤̣o; ;anulacoesPagamento_416052bc-ddc5-4f57-ac82-bf62c5b0c9a4.csv
2019;2019-10-01;324.87;0;0;Pela anula̤̣o; ;anulacoesPagamento_4524986a-227b-462f-a69e-42ca0c1c69a2.csv
2019;2019-07-01;220;0;0;Pela anula̤̣o; ;anulacoesPagamento_46f15059-2752-4f84-b70d-1ac7e9ceee0f.csv
2019;2019-06-27;300;0;0;Pela Anula̤̣o.; ;anulacoesPagamento_46f15059-2752-4f84-b70d-1ac7e9ceee0f.csv
2019;2019-05-31;198.3;0;0;Pela Anula̤̣o.; ;anulacoesPagamento_46f15059-2752-4f84-b70d-1ac7e9ceee0f.csv
2019;2019-07-31;380;0;0;Pela anula̤̣o; ;anulacoesPagamento_49e79403-88dd-4f85-813d-52b63971963e.csv
2019;2019-07-31;67.59;0;0;Pela anula̤̣o; ;anulacoesPagamento_49e79403-88dd-4f85-813d-52b63971963e.csv
2019;2019-12-23;0.02;0;0;Pela Anula̤̣o.; ;anulacoesPagamento_4e79c35f-075d-44ae-bfe1-9ff630c02aa8.csv
2019;2019-04-02;62.8;0;0;Pela anula̤̣o; ;anulacoesPagamento_4ea504a2-ae3c-4cb4-90a1-efb2e196cb44.csv
2019;2019-09-03;150;0;0;Pela anula̤̣o; ;anulacoesPagamento_4ec8bb4c-872b-483e-b644-7bd7991c2267.csv
2019;2019-07-31;239.51;0;0;Pela anula̤̣o da OP 6381.; ;anulacoesPagamento_506a4a5e-af4d-490f-b7a7-07c067dbdfd9.csv
2019;2019-07-29;0.01;0;0;Pela anula̤̣o da OP 4872.; ;anulacoesPagamento_5537548a-bec1-41c1-bf3a-f1bf679dab9a.csv
2019;2019-08-20;170.97;0;0;Pela anula̤̣o; ;anulacoesPagamento_5895cb62-b04b-4242-b3f1-da3408e1ed23.csv
2019;2019-06-05;43;0;0;Pela anula̤̣o; ;anulacoesPagamento_59f64e26-1cfb-468b-a86a-8e4914867a72.csv
2019;2019-04-05;1182.42;0;0;Pela anula̤̣o; ;anulacoesPagamento_5aa2145c-9ded-4dca-89d7-5f7ed20d9235.csv
2019;2019-06-03;79.79;0;0;Pela anula̤̣o; ;anulacoesPagamento_5d76fad2-9e3e-4c3f-94f9-5ce183232b9e.csv
2019;2019-05-30;164.01;0;0;Pela anula̤̣o; ;anulacoesPagamento_5d79d13c-7b94-4aae-8f97-0c8f6c028450.csv
2019;2019-05-02;480.56;0;0;Pela anula̤̣o; ;anulacoesPagamento_5d79d13c-7b94-4aae-8f97-0c8f6c028450.csv
2019;2019-03-13;146.01;0;0;Pela anula̤̣o; ;anulacoesPagamento_5e9aea0b-ed55-43f4-8174-bb8b2c3b24d8.csv
2019;2019-08-05;997.27;0;0;Pela anula̤̣o; ;anulacoesPagamento_5ebf3e42-4ce1-44d2-b6bf-65ba61a90da8.csv
2019;2019-07-19;500;0;0;Pela anula̤̣o; ;anulacoesPagamento_5ed62931-f7fa-43ea-a921-27e88d2f0117.csv
2019;2019-07-22;79.79;0;0;Pela anula̤̣o; ;anulacoesPagamento_62ba90eb-c62c-4cd9-a20d-4264a76a70a9.csv
2019;2019-03-29;1049192.54;0;0;Pela anula̤̣o; ;anulacoesPagamento_62bd2008-96d9-4968-b0cc-a6804ba7f62e.csv
2019;2019-11-05;420;0;0;pela anula̤̣o; ;anulacoesPagamento_62f9c250-a0e9-4e64-a42a-c9682a55010e.csv
2019;2019-07-03;410.9;0;0;Pela anula̤̣o; ;anulacoesPagamento_635de2ab-249a-44e0-a62d-025d761e3ac3.csv
2019;2019-03-01;165.99;0;0; Anula̤̣o ref. a Fonte de Recurso feito invidamente; ;anulacoesPagamento_6493f1f8-e2c3-4993-a514-2c0b4988241f.csv
2019;2019-07-24;2003.01;0;0;Pela anula̤̣o; ;anulacoesPagamento_674c0180-0e46-43af-9430-6a8ea7c7482a.csv
2019;2019-12-30;1694.91;0;0;Pela anula̤̣o; ;anulacoesPagamento_67c75a3a-336e-4bea-afa5-4e5517e463e5.csv
2019;2019-03-29;5119.04;0;0;Pela anula̤̣o; ;anulacoesPagamento_6837a10d-9d96-45c7-85f3-08b164e26131.csv
2019;2019-06-24;110.22;0;0;Pela anula̤̣o; ;anulacoesPagamento_6f1161f9-5dd9-42f9-9ad8-8c2c868927b7.csv
2019;2019-12-18;77;0;0;pela anula̤̣o; ;anulacoesPagamento_70334e42-cebc-44f5-8a42-6395673959d2.csv
2019;2019-12-30;6232.49;0;0;Pela anula̤̣o; ;anulacoesPagamento_7035ea84-d2c0-497d-92b1-ed76ef60ee08.csv
2019;2019-09-20;7357.61;0;0;Pela anula̤̣o; ;anulacoesPagamento_720b4c97-05e9-4f38-928a-7911ab695e0a.csv
2019;2019-04-12;432;0;0;Pela anula̤̣o; ;anulacoesPagamento_73e35da6-a65a-4496-a259-96f4efb160f7.csv
2019;2019-05-01;483.73;0;0;Pela anula̤̣o; ;anulacoesPagamento_73e35da6-a65a-4496-a259-96f4efb160f7.csv
2019;2019-07-04;820.81;0;0;Pela anula̤̣o; ;anulacoesPagamento_765d3fd2-c804-41fd-81ac-5ed266f26fc7.csv
2019;2019-12-18;14915.36;0;0;pela anula̤̣o; ;anulacoesPagamento_76aefc03-e6ac-4c6e-adb0-fe11739a0302.csv
2019;2019-05-02;126.72;0;0;Pela anula̤̣o da OP 3361.; ;anulacoesPagamento_772254fd-ec74-48ff-9b6d-b2dc545444b2.csv
2019;2019-12-30;69.96;0;0;pela anula̤̣o; ;anulacoesPagamento_7729cf62-0041-4b3c-beed-da334f5343a7.csv
2019;2019-07-24;79.79;0;0;Pela anula̤̣o; ;anulacoesPagamento_7910c8b5-d5e6-49a0-9301-7109c9229b6a.csv
2019;2019-05-16;1617.38;0;0;Pela anula̤̣o; ;anulacoesPagamento_7adf096d-6457-4361-88f2-19fecaec50ab.csv
2019;2019-05-31;39.89;0;0;Pela anula̤̣o; ;anulacoesPagamento_7b930ceb-2e1b-4929-9c35-8ece5282fd90.csv
2019;2019-06-07;1276.71;0;0;Pela anula̤̣o; ;anulacoesPagamento_7e9d8b69-ae4a-44fa-a65e-536dffdd3512.csv
2019;2019-09-10;79.79;0;0;Pela anula̤̣o; ;anulacoesPagamento_80be3741-2237-40d7-94c2-8793bb45dca7.csv
2019;2019-06-06;800;0;0;Pela anula̤̣o; ;anulacoesPagamento_80f5721e-cdc0-400e-854a-47c8b0398cb4.csv
2019;2019-06-06;797.8;0;0;Pela anula̤̣o; ;anulacoesPagamento_8104802c-a449-4013-81c6-34c889b53e13.csv
2019;2019-11-04;176.65;0;0;pela anula̤̣o; ;anulacoesPagamento_82e6220f-60e0-405b-bfbe-b9a66c9b02dc.csv
2019;2019-11-05;159.54;0;0;pela anula̤̣o; ;anulacoesPagamento_84f67e6a-8a3d-45de-993d-1e97930168ce.csv
2019;2019-09-03;1041.5;0;0;Pela anula̤̣o; ;anulacoesPagamento_86c0f1a9-f587-4966-8d58-8b35ea2a2d3d.csv
2019;2019-11-22;107.07;0;0;pela anula̤̣o; ;anulacoesPagamento_8a023629-3784-4bbd-b6ff-d9cc1df781e9.csv
2019;2019-08-12;300;0;0;Pela anula̤̣o; ;anulacoesPagamento_8c4c0284-ffa2-4da8-ace2-6a2d7dba876a.csv
2019;2019-02-25;3;0;0;Pela anula̤̣o; ;anulacoesPagamento_8cd2e086-9070-4d8d-87a8-b7a1d1010e3b.csv
2019;2019-10-02;355.26;0;0;Pela anula̤̣o; ;anulacoesPagamento_8d5b9a30-2094-47f8-9b0e-0b9a08cf3ac4.csv
2019;2019-10-01;66.25;0;0;Pela anula̤̣o; ;anulacoesPagamento_8dacb97d-7c18-40ca-8441-b7353729b0e8.csv
2019;2019-07-25;33.92;0;0;Pela anula̤̣o; ;anulacoesPagamento_8e3e20e2-bd67-4f14-a212-d2eca0f18fb8.csv
2019;2019-07-02;42;0;0;Pela anula̤̣o; ;anulacoesPagamento_8f8b020e-aae7-475f-9e89-c7a0210b974c.csv
2019;2019-06-24;218;0;0;Pela anula̤̣o; ;anulacoesPagamento_91ae3c60-8d33-4b41-84f2-b095d9db1671.csv
2019;2019-07-04;820;0;0;Pela anula̤̣o; ;anulacoesPagamento_92292012-6df0-466b-b554-a0b6b0c50e5f.csv
2019;2019-09-06;3;0;0;Pela anula̤̣o; ;anulacoesPagamento_92d72aed-f83f-4cde-b358-fe877da862ef.csv
2019;2019-08-05;900;0;0;Pela anula̤̣o; ;anulacoesPagamento_932829ba-455f-4bb6-8b0e-70210103fcf9.csv
2019;2019-11-14;79.79;0;0;pela anula̤̣o; ;anulacoesPagamento_94548671-1e29-459b-8cfa-705225285aa4.csv
2019;2019-07-26;0.01;0;0;Pela anula̤̣o; ;anulacoesPagamento_94f78c96-97fa-4f06-a22c-618384ec3aa3.csv
2019;2019-07-15;79.79;0;0;Pela anula̤̣o; ;anulacoesPagamento_9563bf0c-f723-4c28-8d9a-28388cdf4b79.csv
2019;2019-04-01;163.67;0;0;Pela anula̤̣o; ;anulacoesPagamento_958a7ae2-cfcd-4dc7-8108-452532d12d8d.csv
2019;2019-06-24;170;0;0;Pela anula̤̣o; ;anulacoesPagamento_97c38569-0866-468e-8d32-93533c673218.csv
2019;2019-10-01;512.91;0;0;Pela anula̤̣o; ;anulacoesPagamento_998084cb-309e-41e1-9340-6ee105d0cad5.csv
2019;2019-05-22;250;0;0;Pela anula̤̣o; ;anulacoesPagamento_99f3e28a-b1b6-4fc4-a290-45749679944a.csv
2019;2019-05-06;50;0;0;Pela anula̤̣o; ;anulacoesPagamento_99f3e28a-b1b6-4fc4-a290-45749679944a.csv
2019;2019-05-02;73.06;0;0;Pela anula̤̣o; ;anulacoesPagamento_99f3e28a-b1b6-4fc4-a290-45749679944a.csv
2019;2019-07-04;797.81;0;0;Pela anula̤̣o; ;anulacoesPagamento_9a197efd-8633-4deb-8c38-ade65062dfc8.csv
2019;2019-04-05;900;0;0;Pela anula̤̣o; ;anulacoesPagamento_9dd79a26-4171-479d-8a96-febedc50b02e.csv
2019;2019-05-31;202.34;0;0;Pela anula̤̣o; ;anulacoesPagamento_a0b90950-69a4-4352-8c27-ad9a5d5b888f.csv
2019;2019-07-24;102.57;0;0;Pela anula̤̣o; ;anulacoesPagamento_a15648da-f2ad-4d1c-9a30-3c23f5612210.csv
2019;2019-07-16;34.33;0;0;Pela anula̤̣o; ;anulacoesPagamento_a15648da-f2ad-4d1c-9a30-3c23f5612210.csv
2019;2019-09-03;925.98;0;0;Pela anula̤̣o; ;anulacoesPagamento_a29b4726-c4f3-4702-b3a6-a9f463478ad5.csv
2019;2019-09-12;102.58;0;0;Pela anula̤̣o; ;anulacoesPagamento_a5cefeff-bcae-4218-978f-6ef2b321c12e.csv
2019;2019-03-06;46657.64;0;0;Pela anula̤̣o; ;anulacoesPagamento_a69550ef-5997-42f5-a87a-8830f0c8ef63.csv
2019;2019-02-11;159.58;0;0;Pela anula̤̣o; ;anulacoesPagamento_a7822ea2-e081-4a39-b27d-d85aa6f940b7.csv
2019;2019-02-07;2573.92;0;0;Pela anula̤̣o; ;anulacoesPagamento_a7822ea2-e081-4a39-b27d-d85aa6f940b7.csv
2019;2019-09-23;102.58;0;0;Pela anula̤̣o; ;anulacoesPagamento_a7b8c794-ff5a-4738-815c-321c157b912a.csv
2019;2019-07-02;42;0;0;Pela Anula̤̣o.; ;anulacoesPagamento_a87ff6e3-3f81-4f63-8d1c-59e7e4108e77.csv
2019;2019-08-02;217.68;0;0;Pela anula̤̣o; ;anulacoesPagamento_aa457abb-8744-46db-8e38-0615f4b99bd5.csv
2019;2019-11-01;182.37;0;0;pela anula̤̣o; ;anulacoesPagamento_aa477c6d-c0dd-41fc-9bd3-e467bf809697.csv
2019;2019-05-08;1236.76;0;0;Pela anula̤̣o; ;anulacoesPagamento_acd71144-4c8c-4948-95d7-67d9e37e23d7.csv
2019;2019-05-10;39.89;0;0;Pela anula̤̣o; ;anulacoesPagamento_acd71144-4c8c-4948-95d7-67d9e37e23d7.csv
2019;2019-02-19;1.93;0;0;Pela anula̤̣o.; ;anulacoesPagamento_af4f5a50-f440-4317-9cdd-c613e8542970.csv
2019;2019-11-14;273.52;0;0;Pela anula̤̣o da OP 8641.; ;anulacoesPagamento_b1db0d17-7722-419e-93c0-f8df9a2684a9.csv
2019;2019-07-01;117.32;0;0;Pela anula̤̣o; ;anulacoesPagamento_b32258d4-f8d3-4e2b-b8d3-b5260bb59560.csv
2019;2019-03-29;396722.42;0;0;Pela anula̤̣o da OP 1336.; ;anulacoesPagamento_b56cb7d6-a1ea-41fd-84ce-379328b58a87.csv
2019;2019-06-11;535.71;0;0;Pela anula̤̣o; ;anulacoesPagamento_b56e8955-c651-47fe-8586-7c5a2cea8de7.csv
2019;2019-03-01;459.54;0;0;Pela anula̤̣o da OP 551.; ;anulacoesPagamento_b65d7367-a9fb-4922-812f-727da1e41758.csv
2019;2019-12-10;400;0;0;pela anula̤̣o; ;anulacoesPagamento_b687d40f-9e76-43eb-ad09-503336525032.csv
2019;2019-07-04;160;0;0;Pela anula̤̣o; ;anulacoesPagamento_b91358e5-cfeb-4ac4-a79b-762ff7135e11.csv
2019;2019-07-22;104.83;0;0;Pela anula̤̣o; ;anulacoesPagamento_b9ad7371-ad87-48d0-88bd-aa6cdb16986b.csv
2019;2019-07-30;24;0;0;Pela anula̤̣o; ;anulacoesPagamento_b9ad7371-ad87-48d0-88bd-aa6cdb16986b.csv
2019;2019-03-13;1932.65;0;0;Pela anula̤̣o; ;anulacoesPagamento_b9b90f65-b758-40b4-bdcd-7e0df4bb575e.csv
2019;2019-07-22;8.34;0;0;Pela anula̤̣o; ;anulacoesPagamento_bca599cd-a035-401a-bdc6-5c2fd9651365.csv
2019;2019-12-30;173.72;0;0;Pela anula̤̣o; ;anulacoesPagamento_be9a6737-d509-43e9-a0f0-cc3c0b821b35.csv
2019;2019-12-30;3085.57;0;0;pela anula̤̣o; ;anulacoesPagamento_be9a6737-d509-43e9-a0f0-cc3c0b821b35.csv
2019;2019-12-30;587.97;0;0;Pela anula̤̣o; ;anulacoesPagamento_be9a6737-d509-43e9-a0f0-cc3c0b821b35.csv
2019;2019-03-08;1461.68;0;0;Pela anula̤̣o; ;anulacoesPagamento_bf3eb387-99c9-4ecf-8222-d42fcf703108.csv
2019;2019-09-20;160.35;0;0;Pela anula̤̣o; ;anulacoesPagamento_c0c43ee5-3441-4e63-b971-e25bfff309f9.csv
2019;2019-12-30;937.42;0;0;Pela anula̤̣o; ;anulacoesPagamento_c1cd23f2-4402-4631-af33-490fa071730f.csv
2019;2019-07-31;6603.69;0;0;Pela anula̤̣o; ;anulacoesPagamento_c426b0b3-f013-4e03-8afe-1ffd22c92941.csv
2019;2019-03-19;3735.04;0;0;Pela anula̤̣o; ;anulacoesPagamento_c525de22-c6d0-493f-8b9b-09775b448444.csv
2019;2019-01-31;931.89;0;0;Pela anula̤̣o; ;anulacoesPagamento_c6483072-2bf9-404d-8295-350e60e631d4.csv
2019;2019-03-06;882.3;0;0;Pela anula̤̣o; ;anulacoesPagamento_c6be67dc-312f-49ce-9b58-7c57f2e1cb06.csv
2019;2019-04-02;694.96;0;0;Pela anula̤̣o; ;anulacoesPagamento_c9ea6ae0-16b8-4c2d-9bec-5fd495997e41.csv
2019;2019-12-02;1595.75;0;0;pela anula̤̣o; ;anulacoesPagamento_cc4e62fa-9feb-40de-a072-f2e533669589.csv
2019;2019-04-10;265.69;0;0;Pela anula̤̣o; ;anulacoesPagamento_ccd7f167-406f-41ab-be15-ae9c1ced4ec4.csv
2019;2019-08-05;997.52;0;0;Pela anula̤̣o; ;anulacoesPagamento_ce195e34-9d79-4772-9f8a-a270f9430e12.csv
2019;2019-11-05;120;0;0;pela anula̤̣o; ;anulacoesPagamento_d0fd11fc-3fc8-4dc1-b95d-b5b251418c0c.csv
2019;2019-02-06;500;0;0;Pela anula̤̣o; ;anulacoesPagamento_d44a8ac3-6edf-41e2-aa16-a449e0cef11c.csv
2019;2019-11-06;39.89;0;0;pela anula̤̣o; ;anulacoesPagamento_d5a1b9a7-4d9e-47ac-a59b-87f98748599c.csv
2019;2019-01-18;958.28;0;0;Pela anual̤̣o; ;anulacoesPagamento_d65fb1f7-ade4-4c16-bc80-ac0677838fde.csv
2019;2019-08-15;39.89;0;0;Pela anula̤̣o; ;anulacoesPagamento_d83f198e-6901-495c-ba5e-ebcc14af9337.csv
2019;2019-12-19;15.66;0;0;Pela anula̤̣o; ;anulacoesPagamento_d8e45d7a-c832-4f9c-8991-8e4b1c69ee68.csv
2019;2019-12-30;5480.57;0;0;Pela anula̤̣o; ;anulacoesPagamento_d9cb6ed7-4c87-48df-8f76-8e0879850ac8.csv
2019;2019-03-08;1000;0;0;Pela anula̤̣o; ;anulacoesPagamento_d9f3a0ad-0d1b-4d5d-884a-8772dd83fb32.csv
2019;2019-05-03;173.95;0;0;Pela anula̤̣o; ;anulacoesPagamento_da755894-1cd7-4220-bc51-97e66b97250e.csv
2019;2019-10-16;387.53;0;0;Pela anula̤̣o cfe. Memo 096/2019 Diret. Desenv. Economico.; ;anulacoesPagamento_dbdbca31-8092-485e-b22a-459488543143.csv
2019;2019-10-01;57.7;0;0;Pela anula̤̣o; ;anulacoesPagamento_dd9d5e1f-0044-42e6-ba92-5847029cb98b.csv
2019;2019-06-26;3780.14;0;0;Pela anula̤̣o; ;anulacoesPagamento_de321aad-0f7b-465e-a86c-64fac8e207a3.csv
2019;2019-03-29;1489121.75;0;0;Pela anula̤̣o; ;anulacoesPagamento_dfa52aa2-920b-41c5-8188-a5c84d74657a.csv
2019;2019-11-29;39.89;0;0;Pela anula̤̣o; ;anulacoesPagamento_e0cdc33a-8a89-46cd-b6c8-3b9fc94dadcb.csv
2019;2019-03-12;753.25;0;0;Pela anula̤̣o; ;anulacoesPagamento_e2b63ac3-b333-485f-9029-0a28891a5507.csv
