ano;data;dataVencimento;itens;numero;ocorrencias;origem_arquivo
2019;2019-12-20;2020-12-20;itens_baf0545c-a91a-4351-b510-0240ad037045.csv;82; ;atasRegistroPrecos_e13e16f2-3e73-4692-8d22-428e285c0d67.csv
2019;2019-09-26;2020-09-26;itens_dcd8aaae-d9df-47c8-8bd4-c657917cbb7c.csv;78; ;atasRegistroPrecos_e4122f70-e9db-43ef-a3c8-9ef4158611eb.csv
2019;2019-09-26;2020-09-26;itens_22513250-bd78-4d8e-8ff9-5c98336da4de.csv;21; ;atasRegistroPrecos_e4122f70-e9db-43ef-a3c8-9ef4158611eb.csv
2019;2019-12-09;2020-12-09;itens_dc0d90fd-2d49-412e-96e9-205ac91270ad.csv;80; ;atasRegistroPrecos_e599d388-d957-458d-b9be-6b04204c0a0f.csv
2019;2019-07-31;2020-07-31;itens_944091f7-c7c9-407b-a073-b0415ea687f0.csv;52; ;atasRegistroPrecos_e5c22073-72f5-4681-817b-16558a582731.csv
2019;2019-10-07;2020-10-07;itens_9ba6f235-c693-48b0-be00-bf9c339db16f.csv;68; ;atasRegistroPrecos_e9cc877d-1932-4e50-bfe6-5dff76388aaa.csv
2019;2019-08-05;2020-08-05;itens_29a243ee-7544-46fb-8be6-f3b62ca1b0ae.csv;17; ;atasRegistroPrecos_ebbd11c7-ab79-464f-87fa-45a769d11391.csv
2019;2019-01-31;2020-01-31;itens_210118a6-3769-48d4-a2ee-be96922a51bc.csv;4; ;atasRegistroPrecos_ee51e3a5-8ef7-4453-a64d-ff35aac53643.csv
2019;2019-01-31;2020-01-31;itens_c11c233d-3509-4785-8ec5-820d2f4008d2.csv;39; ;atasRegistroPrecos_ee51e3a5-8ef7-4453-a64d-ff35aac53643.csv
2019;2019-11-27;2020-11-27;itens_27ec1717-f945-4583-a07f-34e458940667.csv;148; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_1cbdee86-3689-453f-be8d-83845c2e9176.csv;140; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_21241bd7-d35d-4c0b-8435-54a1e409b3de.csv;144; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_9f6a193b-4839-4b2d-88a7-2f612e8f3b59.csv;145; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_db4d7ccf-c266-4cbf-87ab-05a11b7b386f.csv;28; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_db14f667-744c-4ae4-befc-2e8ec5cf1918.csv;147; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_b338ddf7-2ed5-422f-a809-de545ef706df.csv;141; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_92164237-7717-4f90-9318-c75814259707.csv;133; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
