cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
76.386.283/0001-13;39290;VENLAFAXINA 75MG LIB. PROLONG. CAPS (ReferÃªncia-ALENTHUS XR;658;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;1000.0;CPLA;1600.0;2500.0;1.6;2.5;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362440;AAS - ACIDO ACETILSALICILICO TAMPONADO 200MG;4;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;2300.0;COMP;1754.9;575.0;0.763;0.25;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362450;ACETILCISTEINA 600MG/ENV5GR;12;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;4000.0;ENV;5000.0;3040.0;1.25;0.76;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;39210;AMIODARONA 100MG;53;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;30000.0;COMP;13230.0;9900.0;0.441;0.33;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362512;ATORVASTATINA 20MG CPR;71;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;30000.0;COMP;7500.0;5490.0;0.25;0.183;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362568;CALCIO CITRATO MALATO + VITAMINA D;122;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;3000.0;COMP;7260.0;5550.0;2.42;1.85;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;36770;CAPTOPRIL 25 MG (blister CONTENDO 10 OU 15 comprimidos);126;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;2200000.0;CP;66000.0;50600.0;0.03;0.023;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10371323;CARBONATO DE CALCIO + VIT D 600MG+200UI CPR (blister de no m;135;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;2000.0;COMP;240.0;180.0;0.12;0.09;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362590;CARVEDILOL 3,125MG CPR;143;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;200000.0;COMP;14000.0;13000.0;0.07;0.065;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362656;CLORIDRATO DE OXIBUTININA 1MG/ML XAROPE 120ML;199;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;700.0;FRA;10934.0;10815.0;15.62;15.45;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362671;CLORTALIDONA 25MG CPR;209;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;60000.0;COMP;15000.0;10380.0;0.25;0.173;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362680;COLCHICINA 0,5MG CPR;217;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;40000.0;COMP;13600.0;11600.0;0.34;0.29;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362699;DEXCLORFENIRAMINA + BETAMETASONA 2MG+0,25MG/5ML 120ML;232;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;3500.0;FRA;12880.0;10325.0;3.68;2.95;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362709;DICLOFENACO+PARACETAMOL+CAFEINA+CARISOPRODOL 50MG+300MG+30MG;245;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;12000.0;COMP;2400.0;1524.0;0.2;0.127;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;36891;HIDROXIZINA 25MG CPR;364;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;5000.0;CP;1000.0;750.0;0.2;0.15;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362911;LORAZEPAM 2MG CPR;434;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;10000.0;COMP;2000.0;1000.0;0.2;0.1;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362964;MONTELUCASTE 10MG CPR;476;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;3500.0;COMP;2660.0;1155.0;0.76;0.33;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362990;NORTRIPTILINA 10MG CPR;499;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;8000.0;COMP;6800.0;2400.0;0.85;0.3;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10362996;OLANZAPINA 5MG CPR;504;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;20000.0;COMP;12200.0;5000.0;0.61;0.25;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10368522;OMEPRAZOL 20 MG (Embalagem em blister com no mÃ­nimo 7 cÃ¡psul;511;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;4800000.0;CAPS;384000.0;268320.0;0.08;0.0559;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;39273;PANAX GINSENG C.A. MEYER +ASSOCIAÃÃES (GERIATON) 40MG CPR;521;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;500.0;COMP;1490.0;360.0;2.98;0.72;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10363024;PENTOXIFILINA 400MG CPR;532;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;13000.0;COMP;9360.0;5980.0;0.72;0.46;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;36992;PLANTAGO OVATA SACHE;545;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;35000.0;UN;65450.0;32550.0;1.87;0.93;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
27.860.256/0001-25;10363087;RIVASTIGMINA 1,5MG CPR;577;VITALSUL DISTRIBUIDORA DE MEDICAMENTOS EIRELLI-ME;1500.0;COMP;5805.0;3600.0;3.87;2.4;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10368546;AAS - ACIDO ACETILSALICILICO TAMPONADO 100MG MICROEMCAPSULAD;3;A G KIENEN & CIA LTDA;2000.0;CAPS;1040.0;946.0;0.52;0.473;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10362482;ALPRAZOLAM 0,5MG CPR;44;A G KIENEN & CIA LTDA;4000.0;COMP;720.0;292.0;0.18;0.073;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;39209;AMINAFTONA 75MG;49;A G KIENEN & CIA LTDA;7000.0;COMP;8330.0;7770.0;1.19;1.11;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10362496;AMITRIPTILINA 75 MG;59;A G KIENEN & CIA LTDA;10000.0;COMP;1900.0;2100.0;0.19;0.21;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10366063;BISOPROLOL + HCT 5MG/12,50MG CPR;100;A G KIENEN & CIA LTDA;1000.0;COMP;2320.0;2710.0;2.32;2.71;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;39217;BISOPROLOL 1,25MG;101;A G KIENEN & CIA LTDA;1000.0;COMP;680.0;200.0;0.68;0.2;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10362540;BISOPROLOL 10MG CPR;102;A G KIENEN & CIA LTDA;2000.0;COMP;1260.0;540.0;0.63;0.27;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10362541;BISOPROLOL 5MG CPR;103;A G KIENEN & CIA LTDA;60000.0;COMP;27000.0;13860.0;0.45;0.231;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10362589;CARVEDILOL 25MG CPR;142;A G KIENEN & CIA LTDA;550000.0;COMP;77000.0;73700.0;0.14;0.134;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10362591;CARVEDILOL6,25MG CPR;144;A G KIENEN & CIA LTDA;430000.0;COMP;38700.0;31605.0;0.09;0.0735;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10362652;CLORIDRATO DE DULOXETINA 60MG CPR;196;A G KIENEN & CIA LTDA;15000.0;COMP;33300.0;30900.0;2.22;2.06;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10362754;ESOMEPRAZOL 20MG CP;284;A G KIENEN & CIA LTDA;7000.0;COMP;3815.0;1995.0;0.545;0.285;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10362756;ESOMEPRAZOL 40MG CP;286;A G KIENEN & CIA LTDA;4000.0;COMP;3420.0;1348.0;0.855;0.337;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10362761;ESTRADIOL 1MG CPR;291;A G KIENEN & CIA LTDA;75000.0;COMP;61500.0;81750.0;0.82;1.09;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;36874;GLICOSAMINA, SULFATO 3,95GR SACHET;338;A G KIENEN & CIA LTDA;3500.0;UN;8050.0;4830.0;2.3;1.38;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;37074;INSULINA DEGLUDECA 100UI/ML 3ML;375;A G KIENEN & CIA LTDA;1020.0;FR.;107100.0;140658.0;105.0;137.9;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10366086;INSULINA NOVOMIX FLEXPEN 30 CANETA 3ML;384;A G KIENEN & CIA LTDA;235.0;UND;9106.25;13000.2;38.75;55.32;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10151;Metronidazol 4% susp. oral 80 ml;468;A G KIENEN & CIA LTDA;4000.0;FR;43920.0;20600.0;10.98;5.15;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
82.225.947/0001-65;10363009;ONDANSETRONA 4MG CPR;513;A G KIENEN & CIA LTDA;6000.0;COMP;14760.0;12540.0;2.46;2.09;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
09.192.829/0001-08;10362807;GLICLAZIDA 30 MG;333;ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.;7000.0;COMP;980.0;1050.0;0.14;0.15;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
09.192.829/0001-08;39252;GLICLAZIDA 60MG -  LIBERAÃÃO PROLONGADA;335;ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.;61000.0;COMP;21960.0;15799.0;0.36;0.259;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
09.192.829/0001-08;10362961;MIRTAZAPINA 30MG CPR;475;ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.;1000.0;COMP;1560.0;830.0;1.56;0.83;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
09.192.829/0001-08;10363156;TRAZODONA 50MG CPR;642;ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.;70000.0;COMP;44100.0;24500.0;0.63;0.35;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
09.192.829/0001-08;36112;VALPROATO DE SÃDIO + ÃCIDO VALPRÃICO (TORVAL CR) 199,80MG+87;647;ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.;2000.0;CP;2300.0;1360.0;1.15;0.68;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
09.192.829/0001-08;10363162;VALPROATO DE SÃDIO + ÃCIDO VALPRÃICO (TORVAL CR) 333MG+145MG;648;ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.;2000.0;COMP;2550.0;1640.0;1.275;0.82;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
09.192.829/0001-08;36114;VENLAFAXINA 150MG LIB. PROLONG. CAPS;655;ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.;30000.0;CPLA;45000.0;23700.0;1.5;0.79;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
09.192.829/0001-08;37054;VENLAFAXINA 37,5MG LIB. PROLONG. CPR;657;ATONS DO BRASIL DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.;10000.0;CP;6800.0;4070.0;0.68;0.407;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
31.030.858/0001-22;10362781;FINASTERIDA 5MG CPR;310;MEDIC LIFE DISTRIBUIDORA DE MEDICAMENTOS LTDA;350000.0;COMP;112000.0;108500.0;0.32;0.31;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
26.291.613/0001-19;39208;AGOMELATINA 25MG (ReferÃªncia-VALDOXAN- judicial);34;EDERA DISTRIBUIDORA DE MEDICAMENTOS LTDA;1500.0;COMP;6510.0;6510.0;4.34;4.34;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
26.291.613/0001-19;36787;CLORETO DE SÃDIO 0,9% SOL NASAL 30ML;191;EDERA DISTRIBUIDORA DE MEDICAMENTOS LTDA;2400.0;FR.;3984.0;1512.0;1.66;0.63;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
26.291.613/0001-19;39238;DIOSMINA 900MG E HESPERIDINA 100MG;254;EDERA DISTRIBUIDORA DE MEDICAMENTOS LTDA;2300.0;COMP;5865.0;1725.0;2.55;0.75;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
26.291.613/0001-19;10362873;LAMOTRIGINA 50MG;397;EDERA DISTRIBUIDORA DE MEDICAMENTOS LTDA;10000.0;COMP;4450.0;1800.0;0.445;0.18;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
26.291.613/0001-19;10363029;PERINDOPRIL 4MG/INDAPAMIDA 1,25MG;536;EDERA DISTRIBUIDORA DE MEDICAMENTOS LTDA;1000.0;COMP;2000.0;1910.0;2.0;1.91;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;10362472;AGUA DESTILADA 10ML;36;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;39700.0;AM;7146.0;5637.4;0.18;0.142;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;10362491;AMINOFILINA 240 MG SOL. INJ.10 ML;52;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;2600.0;AM;2704.0;2568.8;1.04;0.988;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;10362493;AMIODARONA 150MG/ML C/3ML;54;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;1200.0;AM;2292.0;2146.8;1.91;1.789;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;10362600;CETOCONAZOL 20MG/G CREME;152;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;11000.0;TB;30360.0;19677.9;2.76;1.7889;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;36786;CLORETO DE SÃDIO 0,9% + GLICOSE 5% 500 ML (SISTEMA FECHADO);185;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;500.0;UN;1845.0;1444.5;3.69;2.889;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;36783;CLORETO DE SÃDIO 0,9% 100 ML (SISTEMA FECHADO);186;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;17000.0;UN;41650.0;29918.3;2.45;1.7599;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;36784;CLORETO DE SÃDIO 0,9% 250ML (SISTEMA FECHADO);188;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;3000.0;UN;8430.0;6591.0;2.81;2.197;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;36785;CLORETO DE SÃDIO 0,9% 500ML (SISTEMA FECHADO);189;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;700.0;UN;2639.0;1820.0;3.77;2.6;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;10362643;CLORETO DE SÃDIO 0,9% INJ 10ML;190;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;3000.0;AM;660.0;486.0;0.22;0.162;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;10362711;DICLOFENACO POTÃSSICO 75MG/3ML;244;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;9000.0;AM;6120.0;5705.1;0.68;0.6339;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;10362784;FLUMAZENIL 0,1MG/ML INJ 5ML;313;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;600.0;AM;5670.0;3570.0;9.45;5.95;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;36876;GLICOSE 5% 250 ML (SISTEMA FECHADO);340;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;400.0;UN;1164.0;896.0;2.91;2.24;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;36877;GLICOSE 5% 500 ML (SISTEMA FECHADO);341;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;300.0;UN;1107.0;869.97;3.69;2.8999;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;10363057;PROMETAZINA 50 MG SOL INJ. 2 ML;556;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;23000.0;AM;45310.0;39790.0;1.97;1.73;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
32.421.421/0001-82;37014;SOLUÃÃO RINGER COM LACTATO DE SÃDIO 500 ML (SITEMA FECHADO);600;MULTIHOSP COMERCIAL DE PRODUTOS HOSPITALARES LTDA;100.0;UN;420.0;284.0;4.2;2.84;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.782.733/0003-00;10362881;LEVODOPA + BENZERAZIDA 200MG+50MG CPR;404;CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.;200000.0;COMP;168000.0;168000.0;0.84;0.84;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.782.733/0003-00;10362882;LEVODOPA + BENZERAZIDA BD 100MG + 25MG CPR;405;CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.;350000.0;COMP;430500.0;328300.0;1.23;0.938;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.782.733/0003-00;10362883;LEVODOPA + BENZERAZIDA DISPERSÃVEL 100MG+25MG CPR;406;CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.;60000.0;COMP;92400.0;83580.0;1.54;1.393;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.782.733/0003-00;36913;LEVODOPA + BENZERAZIDA DR 200MG+50MG CPR (LIB. PROL.);407;CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.;55000.0;CP;101750.0;103235.0;1.85;1.877;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.782.733/0003-00;10362884;LEVODOPA + BENZERAZIDA HBS 100MG+25MG CÃPSULAS;408;CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.;150000.0;CAPS;240000.0;208950.0;1.6;1.393;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;11860;Bicarbonato de SÃ³dio 8,4% sol inj;95;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;600.0;AMP;390.0;318.0;0.65;0.53;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;10362560;BROMIDRATO DE FENOTEROL 0,5% 20ML;117;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;8000.0;FRA;29760.0;57446.4;3.72;7.1808;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;10362575;CAPTOPRIL 50 MG;127;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;100000.0;COMP;6000.0;6600.0;0.06;0.066;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;36780;CLONAZEPAM 0,5MG  (blister CONTENDO 10 OU 15 comprimidos);176;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;200000.0;CP;21000.0;18980.0;0.105;0.0949;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;39228;COLÃGENO HIDROLISADO;216;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;500.0;SCHT;2690.0;858.0;5.38;1.716;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;37066;EXTRATO SECO DE RHODIOLA ROSEA L. 400MG CPR;298;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;500.0;CP;1180.0;1084.95;2.36;2.1699;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;10362814;GLIMEPIRIDA 1MG;343;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;1000.0;COMP;225.0;154.8;0.225;0.1548;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;10362889;LEVONORGESTREL 0,75MG C/ 2 CP - PILEM;416;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;2000.0;COMP;4560.0;3980.0;2.28;1.99;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;39260;LOSARTANA 50MG CPR ( (blister CONTENDO 10 ou 15 ou 30  compr;436;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;3400000.0;COMP;255000.0;163880.0;0.075;0.0482;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;10362967;NEBIVOLOL 5MG CPR;479;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;29000.0;COMP;23200.0;13282.0;0.8;0.458;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;10362984;NITRENDIPINO 20MG CPR;491;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;1000.0;COMP;1240.0;830.0;1.24;0.83;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;36986;PEPTIDEOS DE COLAGENOS SACHET;533;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;1000.0;UN;3420.0;1993.7;3.42;1.9937;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;10363104;SECNIDAZOL 1000MG CPR;588;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;900.0;COMP;540.0;432.0;0.6;0.48;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;11887;Tetraciclina 500 mg;621;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;20000.0;CPLA;6800.0;4580.0;0.34;0.229;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;10363141;TICLOPIDINA 250MG CPR;626;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;5000.0;COMP;3550.0;2570.0;0.71;0.514;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
12.014.370/0001-67;39291;ZARGUS 2MG (JUDICIAL);666;ABC DISTRIBUIDORA DE MEDICAMENTOS LTDA;600.0;COMP;2008.2;636.0;3.347;1.06;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
18.067.852/0001-61;10377995;PEQUENOS REPAROS;1;CSK2 PRESTADORA DE SERVICO LTDA;1.0;SV;500000.0;36.0;500000.0;36.0;itensVencedores_876d2fb2-8efa-4d3e-ac83-31a8a7a16e19.csv
83.661.074/0001-04;38648;ServiÃ§o especializado em atenÃ§Ã£o Ã¡ rede de Cuidados com a Pe;1;FUNDACAO EDUCACIONAL DE CRICIUMA;12.0;MES;1680000.0;1680000.0;140000.0;140000.0;itensVencedores_878bc616-2340-4d5f-ae02-9fb0788f8394.csv
03.000.190/0001-35;731;VeÃ­culo tipo mini-van de 7 lugares;1;JUGASA COMERCIAL DE VEICULOS S/A;1.0;UND;86590.0;86500.0;86590.0;86500.0;itensVencedores_88af0378-2c60-42a7-a746-7dbc00820778.csv
23.008.729/0001-00;732;VeÃ­culo tipo Van de 20+1 lugares;2;INGA CAMINHOES LTDA;1.0;UND;215000.0;209000.0;215000.0;209000.0;itensVencedores_88af0378-2c60-42a7-a746-7dbc00820778.csv
72.381.015/0001-58;10378305;Caixa coletora de Ã¡gua pluvial, tipo boca-de-lobo, conforme;1;REDIL CONSTRUTORA LIMITADA;500.0;UND;568900.0;358950.0;1137.8;717.9;itensVencedores_89524e94-1fe3-437b-ae35-e66c2789852f.csv
11.088.993/0001-11;37620;Kit Livros da SaÃºde Bucal;1;TATA COMÃRCIO DE EQUIPAMENTOS PARA SAÃDE, ODONTO-M;2.0;KIT;378.0;360.0;189.0;180.0;itensVencedores_8999ce65-b363-4232-acf8-89034196897a.csv
11.088.993/0001-11;37621;Kit SaÃºde Bucal para PrÃ©-Escola;2;TATA COMÃRCIO DE EQUIPAMENTOS PARA SAÃDE, ODONTO-M;2.0;KIT;398.0;382.0;199.0;191.0;itensVencedores_8999ce65-b363-4232-acf8-89034196897a.csv
