descricao;idItem;numero;quantidade;situacao;unidadeMedida;valorTotal;valorUnitario;origem_arquivo
Pistola p/ Cola Quente elÃ©trico;1304428;49;90;ATIVO;UNIDADE;1971.0;21.9;itens_b5c60c33-6539-459b-80ba-ce7acb997b94.csv
Tesoura DomÃ©stica;1306453;53;700;ATIVO;UNIDADE;2198.0;3.14;itens_b5c60c33-6539-459b-80ba-ce7acb997b94.csv
LÃ¡pis preto de grafite nÂº 2.;1308441;32;1000;ATIVO;CAIXA;19000.0;19.0;itens_b5c60c33-6539-459b-80ba-ce7acb997b94.csv
Pincel chato - numero 8;1308444;47;800;ATIVO;UNIDADE;552.0;0.69;itens_b5c60c33-6539-459b-80ba-ce7acb997b94.csv
LÃ¡pis preto grafite 6B;1312480;33;150;ATIVO;CAIXA;862.5;5.75;itens_b5c60c33-6539-459b-80ba-ce7acb997b94.csv
Pincel chato - numero 12;1314626;46;800;ATIVO;UNIDADE;720.0;0.9;itens_b5c60c33-6539-459b-80ba-ce7acb997b94.csv
Grampeador mÃ©dio de mesa metÃ¡lico 26/6;1316686;27;150;ATIVO;UNIDADE;885.0;5.9;itens_b5c60c33-6539-459b-80ba-ce7acb997b94.csv
PINCEL ATOMICO;1316691;45;4000;ATIVO;UNIDADE;3400.0;0.85;itens_b5c60c33-6539-459b-80ba-ce7acb997b94.csv
COMPUTADOR BÃSICO COMPLETO;1300734;1;27;ATIVO;UNIDADE;83160.0;3080.0;itens_b62167e4-fdb7-4d0c-a348-4eb339ed54ce.csv
COMPUTADOR AVANÃADO COMPLETO;1304821;3;2;ATIVO;UNIDADE;20400.0;10200.0;itens_b62167e4-fdb7-4d0c-a348-4eb339ed54ce.csv
Desodorizador de ambientes 360 ml.;1304785;16;60;ATIVO;FRASCO;402.0;6.7;itens_b6e8b506-37ea-4107-b2f8-17710b16ad84.csv
Lustra mÃ³veis .;1306822;15;60;ATIVO;FRASCO;223.8;3.73;itens_b6e8b506-37ea-4107-b2f8-17710b16ad84.csv
Papel HigiÃªnico RolÃ£o;1308821;41;60;ATIVO;FARDO;1974.0;32.9;itens_b6e8b506-37ea-4107-b2f8-17710b16ad84.csv
Vassoura Nylon;1315020;49;20;ATIVO;UNIDADE;209.4;10.47;itens_b6e8b506-37ea-4107-b2f8-17710b16ad84.csv
SaponÃ¡ceo cremoso 300gr.;1315021;21;60;ATIVO;FRASCO;190.8;3.18;itens_b6e8b506-37ea-4107-b2f8-17710b16ad84.csv
Clorexidina alcoÃ³lica;1265240;49;1200;ATIVO;LITRO;9432.0;7.86;itens_b7c40bab-af04-49b8-b39e-e3a930549625.csv
Detergente enzimÃ¡tico.;1265242;61;250;ATIVO;GALÃO;16225.0;64.9;itens_b7c40bab-af04-49b8-b39e-e3a930549625.csv
Hipoclorito de sÃ³dio 1%.;1265243;108;300;ATIVO;LITRO;732.0;2.44;itens_b7c40bab-af04-49b8-b39e-e3a930549625.csv
LenÃ§ol hospitalar descartÃ¡vel em papel;1265244;120;1000;ATIVO;ROLO;8210.0;8.21;itens_b7c40bab-af04-49b8-b39e-e3a930549625.csv
GLICERINA LIQUIDA;1265255;106;30;ATIVO;LITRO;504.0;16.8;itens_b7c40bab-af04-49b8-b39e-e3a930549625.csv
Conjunto de OxigÃªnio Medicinal PortÃ¡til;1265822;40;1;ATIVO;UNIDADE;980.0;980.0;itens_b84de83c-095a-4614-aaa7-477e95c6f5f6.csv
BalanÃ§a digital infantil, visor em LED;1265823;39;1;ATIVO;UNIDADE;530.0;530.0;itens_b84de83c-095a-4614-aaa7-477e95c6f5f6.csv
NegatoscÃ³pio de 1 corpo, de parede, iluminaÃ§Ã£o LED;1265824;32;6;ATIVO;UNIDADE;1410.0;235.0;itens_b84de83c-095a-4614-aaa7-477e95c6f5f6.csv
Aparelho ultra-som (profilaxia) para odontologia;1265825;26;1;ATIVO;UNIDADE;1700.0;1700.0;itens_b84de83c-095a-4614-aaa7-477e95c6f5f6.csv
Mocho giratÃ³rio com encosto e rodÃ­zios;1265826;22;4;ATIVO;UNIDADE;1140.0;285.0;itens_b84de83c-095a-4614-aaa7-477e95c6f5f6.csv
Foco auxiliar portÃ¡til, lÃ¢mpada LED, sem espelho;1265827;9;3;ATIVO;UNIDADE;1368.0;456.0;itens_b84de83c-095a-4614-aaa7-477e95c6f5f6.csv
Foco auxiliar e ginecolÃ³gico portÃ¡til, lÃ¢mpada LED, com espe;1265828;8;2;ATIVO;UNIDADE;940.0;470.0;itens_b84de83c-095a-4614-aaa7-477e95c6f5f6.csv
Curativo composto por uma membrana nanoporosa nÃ£o-reabsorvÃ­v;1266596;14;50;ATIVO;UNIDADE;2600.0;52.0;itens_b85f01ea-dda3-42a5-bd62-cf63962c84bd.csv
Curativo composto por uma membrana nanoporosa  15x10;1266597;16;25;ATIVO;UNIDADE;3150.0;126.0;itens_b85f01ea-dda3-42a5-bd62-cf63962c84bd.csv
Curativo composto por uma membrana nanoporosa  20x15;1266599;17;25;ATIVO;UNIDADE;6000.0;240.0;itens_b85f01ea-dda3-42a5-bd62-cf63962c84bd.csv
Equipamento de Laser para laserterapia e terapia fotodinÃ¢mic;1266600;19;2;ATIVO;UNIDADE;10400.0;5200.0;itens_b85f01ea-dda3-42a5-bd62-cf63962c84bd.csv
Curativo composto por uma membrana nanoporosa 20x15;1266602;15;15;ATIVO;UNIDADE;2190.0;146.0;itens_b85f01ea-dda3-42a5-bd62-cf63962c84bd.csv
veÃ­culo novo tipo camioneta 0km para transporte de detentos;1310908;1;3;ATIVO;UNIDADE;685860.0;228620.0;itens_b99bb533-29b0-4397-8f70-e511015b296e.csv
Broca nÂ° 1112 F;1264832;173;150;ATIVO;UNIDADE;328.5;2.19;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Broca de alta rotaÃ§Ã£o diamantada nÂº3080;1264833;145;70;ATIVO;UNIDADE;153.3;2.19;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Broca Carbide EsfÃ©rica nÂº 06. Para peÃ§a de mÃ£o;1264834;130;20;ATIVO;UNIDADE;156.0;7.8;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Fresa de tungstÃªnio nÂº 9354;1264835;245;5;ATIVO;UNIDADE;205.75;41.15;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Broca Carbide EsfÃ©rica nÂº 04. Para peÃ§a de mÃ£o.;1264836;129;20;ATIVO;UNIDADE;156.0;7.8;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Broca nÂº 1190 F;1264837;174;150;ATIVO;UNIDADE;328.5;2.19;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Broca Carbide EsfÃ©rica nÂº 02. Para peÃ§a de mÃ£o;1264838;128;20;ATIVO;UNIDADE;156.0;7.8;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Broca nÂº 2135 F;1264839;175;150;ATIVO;UNIDADE;328.5;2.19;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Broca nÂº 3118 F;1264840;176;150;ATIVO;UNIDADE;328.5;2.19;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Broca nÂº 3168 F;1264841;177;150;ATIVO;UNIDADE;328.5;2.19;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Edta Liquido TrissÃ³dico 17%;1264842;222;90;ATIVO;FRASCO;405.0;4.5;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Campo cirÃºrgico fenestrado 50 x 50 cm;1264843;184;45;ATIVO;UNIDADE;1170.0;26.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Campo cirÃºrgico 60X60 cm;1264844;185;45;ATIVO;UNIDADE;1575.0;35.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
CariostÃ¡tico a base de diaminufluoreto;1264845;186;50;ATIVO;FRASCO;781.0;15.62;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Cone de guta percha, #25/06;1264846;193;20;ATIVO;CAIXA;543.2;27.16;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Cone de guta percha, #35/04;1264847;194;20;ATIVO;CAIXA;543.0;27.15;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
BICARBONATO DE SODIO;1264848;124;90;ATIVO;kg;885.6;9.84;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Fio dental bucal;1264849;237;100;ATIVO;UNIDADE;1000.0;10.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Cone de guta percha, #40/04;1264850;195;20;ATIVO;CAIXA;543.0;27.15;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Evidenciador de placa  solucÃ£o;1264851;231;100;ATIVO;FRASCO;560.0;5.6;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
EUCALIPTOL;1264852;230;10;ATIVO;UNIDADE;70.2;7.02;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Broca nÂº 3195 F, acabamento fino;1264853;178;150;ATIVO;UNIDADE;328.5;2.19;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
PinÃ§a Dietrich 16cm autoclavÃ¡vel;1264854;99;5;ATIVO;UNIDADE;492.5;98.5;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
PinÃ§a Backhaus 10cm;1264856;97;5;ATIVO;UNIDADE;190.0;38.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Fresa de tungstÃªnio nÂº 9361;1264862;246;5;ATIVO;UNIDADE;205.75;41.15;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Alicate OrtodÃ´ntico Removedor;1264865;4;5;ATIVO;UNIDADE;441.5;88.3;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Porta Agulha Orto Mathieu;1264866;7;5;ATIVO;UNIDADE;446.5;89.3;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
APLICADOR DE DYCAL;1264867;27;30;ATIVO;UNIDADE;192.0;6.4;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Cabo para bisturi nÂº3;1264868;29;40;ATIVO;UNIDADE;256.0;6.4;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Cureta dentina (escavador), nÂº 05;1264869;33;30;ATIVO;UNIDADE;303.0;10.1;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
EspÃ¡tula para manipulaÃ§Ã£o nÂº 72;1264870;43;50;ATIVO;UNIDADE;592.5;11.85;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Porta-matriz, tipo Toflemire adulto, em aÃ§o inox;1264871;59;20;ATIVO;UNIDADE;556.0;27.8;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Porta-matriz, tipo Toflemire infantil, em aÃ§o inox;1264872;60;10;ATIVO;UNIDADE;278.0;27.8;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Porta algodÃ£o e/ou resÃ­duos;1264873;62;30;ATIVO;UNIDADE;1380.0;46.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
SINDESMOTOMO;1264874;66;50;ATIVO;UNIDADE;677.5;13.55;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Arco Young Adulto;1264875;74;10;ATIVO;UNIDADE;220.0;22.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Porta Agulha Castroviejo simples;1264876;87;5;ATIVO;UNIDADE;711.0;142.2;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Cureta de Lucas nÂº 85;1264877;91;10;ATIVO;UNIDADE;89.1;8.91;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Descolador Freer Duplo;1264878;92;5;ATIVO;UNIDADE;287.5;57.5;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Micro Tesoura Castroviejo Curva;1264879;93;5;ATIVO;UNIDADE;508.0;101.6;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Cinzel Micro Ochsenbein nÂº 1 autoclavÃ¡vel.;1264880;98;5;ATIVO;UNIDADE;250.0;50.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Fresa de tungstÃªnio nÂº 9372;1264881;247;5;ATIVO;UNIDADE;205.95;41.19;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 37 compatÃ­vel em aparelho da marca Gna;1264882;413;15;ATIVO;UNIDADE;787.5;52.5;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Hipoclorito de sÃ³dio a 2,5% - soda clorada.;1264883;256;100;ATIVO;LITRO;679.0;6.79;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Fibras para Terapia FotodinÃ¢mica (PDT).;1264884;385;20;ATIVO;CAIXA;3548.0;177.4;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Mini MaÃ§arico Microtorch;1264885;398;5;ATIVO;UNIDADE;1580.0;316.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Mocho OdontolÃ³gico.;1264886;408;5;ATIVO;UNIDADE;2075.0;415.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 1;1264887;409;30;ATIVO;UNIDADE;1313.1;43.77;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 1  compatÃ­vel em aparelho da marca G;1264888;410;15;ATIVO;UNIDADE;656.25;43.75;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 1 compatÃ­vel em aparelho da marca   Sa;1264889;411;15;ATIVO;UNIDADE;656.55;43.77;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 37 compatÃ­vel em aparelho da marca Sae;1264890;412;15;ATIVO;UNIDADE;787.5;52.5;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 2 compatÃ­vel em aparelho da marca Kond;1264891;415;30;ATIVO;UNIDADE;1313.1;43.77;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 2 compatÃ­vel em aparelho da marca Gnat;1264892;416;15;ATIVO;UNIDADE;656.55;43.77;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 2 compatÃ­vel em aparelho da marca Saev;1264893;417;15;ATIVO;UNIDADE;656.25;43.75;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Azul de Metileno Chimiolux 0,01%;1264894;384;5;ATIVO;CAIXA;532.5;106.5;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 32 Perio E comp em ap. da marca Gnatus;1264895;419;15;ATIVO;UNIDADE;656.25;43.75;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrason nÂº 10P Perio Subgengival comp Kondenteck;1264896;421;30;ATIVO;UNIDADE;1313.1;43.77;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrason nÂº 10P Perio Subgengival comp Gnatus;1264897;422;15;ATIVO;UNIDADE;656.55;43.77;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrason nÂº 10P Perio Subgengival comp Saevo;1264898;423;15;ATIVO;UNIDADE;656.55;43.77;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 39 Perio Supra comp Gnatus;1264899;425;15;ATIVO;UNIDADE;787.5;52.5;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 39 Perio Supra comp Saevo;1264900;426;15;ATIVO;UNIDADE;787.5;52.5;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson E2D;1264902;427;10;ATIVO;UNIDADE;1722.0;172.2;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson E3D;1264903;428;10;ATIVO;UNIDADE;1722.0;172.2;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson E10;1264904;429;10;ATIVO;UNIDADE;1323.0;132.3;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson E7D;1264905;430;10;ATIVO;UNIDADE;1722.0;172.2;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson nÂº 32 Perio E comp em ap. da marca Saevo;1264906;420;15;ATIVO;UNIDADE;656.55;43.77;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Azul de Metileno Chimiolux 0,005%;1264907;383;20;ATIVO;CAIXA;2130.0;106.5;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Abridor De Boca Abritec 30x 25x18;1264908;381;40;ATIVO;UNIDADE;214.0;5.35;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Abridor De Boca Abritec 40 x 30 x 20;1264909;380;40;ATIVO;UNIDADE;214.0;5.35;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Limas RotatÃ³rias para tratamento de canal  ponta,  15;1264910;281;50;ATIVO;CAIXA;6250.0;125.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Limas RotatÃ³rias para tratamento de canal ponta,  40;1264911;282;50;ATIVO;CAIXA;6250.0;125.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Limas RotatÃ³rias para tratamento de canal ponta, 50;1264912;283;50;ATIVO;CAIXA;6250.0;125.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Limas RotatÃ³rias para tratamento 17 e conicidades 08, compri;1264913;284;80;ATIVO;CAIXA;6800.0;85.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Limas RotatÃ³rias para tratamento16 e conicidades 02, comprim;1264914;285;80;ATIVO;CAIXA;6800.0;85.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Limas RotatÃ³rias para retratamento ponta  20, 25. 30 e conic;1264915;286;80;ATIVO;CAIXA;6800.0;85.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Oxido de zinco-eugenol;1264916;323;100;ATIVO;kit;1970.0;19.7;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Pedra de afiar Arkansas fina;1264917;334;15;ATIVO;UNIDADE;393.75;26.25;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Pincel aplicador Micro brush, com ponta extra-fina;1264918;336;150;ATIVO;CAIXA;1107.0;7.38;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Pincel aplicador Micro brush. Espessura da ponta regular;1264919;337;150;ATIVO;CAIXA;1110.0;7.4;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Escova de Polimento MSH78W-H-H;1264920;339;15;ATIVO;UNIDADE;178.5;11.9;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Escova de Polimento MSHS78LY;1264921;340;15;ATIVO;UNIDADE;93.0;6.2;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Escova de polimento MSHS78W-1;1264922;341;15;ATIVO;UNIDADE;178.5;11.9;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Polidor de Silicone SK 202-3;1264923;342;10;ATIVO;UNIDADE;118.5;11.85;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Polidor de Silicone SK 2143;1264924;343;10;ATIVO;UNIDADE;118.5;11.85;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Polidor de Silicone SK 2145;1264925;344;10;ATIVO;UNIDADE;118.5;11.85;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Polidor de Silicone SK 2132;1264926;345;10;ATIVO;UNIDADE;118.9;11.89;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Escova de Polimento MSHS78Y;1264927;346;15;ATIVO;UNIDADE;93.0;6.2;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Sugador EndodÃ´ntico DescartÃ¡vel;1264928;370;120;ATIVO;PACOTE;1194.0;9.95;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Tira de lixa de aÃ§o;1264929;373;420;ATIVO;PACOTE;2037.0;4.85;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
TRICRESOL FORMALINA;1264930;375;100;ATIVO;FRASCO;439.0;4.39;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Verniz cavitÃ¡rio;1264931;377;30;ATIVO;FRASCO;270.0;9.0;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Verniz fluoretado;1264932;378;30;ATIVO;kit;435.0;14.5;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Hipoclorito de sÃ³dio a 1%;1264933;255;180;ATIVO;LITRO;1062.0;5.9;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
Ponta de ultrasson E6D;1264962;431;10;ATIVO;UNIDADE;1722.0;172.2;itens_b9eaf61e-9cbf-4b2b-b6c2-e0b011bdf12a.csv
